problem_id,contestId,index,name,rating,tags
2103-D,2103,D,Local Construction,2000,"constructive algorithms,dfs and similar,implementation,two pointers"
2103-C,2103,C,Median Splits,1600,"binary search,greedy,implementation,sortings"
2103-B,2103,B,Binary Typewriter,1100,"greedy,math"
2103-A,2103,A,Common Multiple,800,"brute force,greedy,implementation,math"
2102-B,2102,B,The Picky Cat,900,"implementation,sortings"
2102-A,2102,A,Dinner Time,900,"constructive algorithms,math"
2101-F,2101,F,Shoo Shatters the Sunshine,3300,"combinatorics,dp,trees"
2101-E,2101,E,Kia Bakes a Cake,3100,"data structures,dp,greedy,trees"
2101-D,2101,D,Mani and Segments,2500,"data structures,implementation,sortings,two pointers"
2101-C,2101,C,23 Kingdom,2200,"binary search,brute force,data structures,greedy,ternary search,two pointers"
2101-B,2101,B,Quartet Swapping,1800,"brute force,data structures,divide and conquer,greedy,sortings"
2101-A,2101,A,Mex in the Grid,1300,"constructive algorithms,implementation"
2098-B,2098,B,Sasha and the Apartment Purchase,1400,"math,sortings"
2098-A,2098,A,Vadim's Collection,800,"brute force,greedy"
2097-F,2097,F,Lost Luggage,3500,"dp,flows"
2097-E,2097,E,Clearing the Snowdrift,3100,"data structures,dfs and similar,dp,greedy"
2097-D,2097,D,Homework,2800,"bitmasks,math,matrices"
2097-C,2097,C,Bermuda Triangle,2400,"chinese remainder theorem,geometry,implementation,math,number theory"
2097-B,2097,B,Baggage Claim,2300,"combinatorics,dfs and similar,dp,dsu,graphs,implementation,math,trees"
2097-A,2097,A,Sports Betting,1400,"2-sat,brute force,math,sortings"
2096-H,2096,H,Wonderful XOR Problem,3200,"bitmasks,combinatorics,dp,fft,math"
2096-G,2096,G,Wonderful Guessing Game,3200,"bitmasks,constructive algorithms,interactive"
2096-F,2096,F,Wonderful Impostors,3100,"data structures,implementation,two pointers"
2096-E,2096,E,Wonderful Teddy Bears,2400,"greedy,implementation,sortings"
2096-D,2096,D,Wonderful Lightbulbs,2000,"combinatorics,constructive algorithms,math"
2096-C,2096,C,Wonderful City,1700,"dp,implementation"
2096-B,2096,B,Wonderful Gloves,1100,"greedy,math,sortings"
2096-A,2096,A,Wonderful Sticks,800,"constructive algorithms,greedy"
2095-J,2095,J,Premiere at a Wrong Time,,*special
2095-I,2095,I,Mysterious Script,,"*special,expression parsing,number theory"
2095-H,2095,H,Blurry Vision,,"*special,fft,math"
2095-G,2095,G,Definitely a Geometry Problem,,"*special,geometry"
2095-F,2095,F,⅓ оf а Рrоblеm,,"*special,math"
2095-E,2095,E,Pair Count,,"*special,number theory"
2095-D,2095,D,Where Am I?,,"*special,geometry"
2095-C,2095,C,Would It Be Unrated?,,"*special,binary search,brute force"
2095-B,2095,B,Plinko,,"*special,games,interactive"
2095-A,2095,A,Piecing It Together,,"*special,string suffix structures"
2094-H,2094,H,La Vaca Saturno Saturnita,1900,"binary search,brute force,math,number theory"
2094-G,2094,G,Chimpanzini Bananini,1700,"data structures,implementation,math"
2094-F,2094,F,Trulimero Trulicina,1600,constructive algorithms
2094-E,2094,E,Boneca Ambalabu,1200,bitmasks
2094-D,2094,D,Tung Tung Sahur,1100,"greedy,strings,two pointers"
2094-C,2094,C,Brr Brrr Patapim,900,math
2094-B,2094,B,Bobritto Bandito,800,"brute force,constructive algorithms"
2094-A,2094,A,Trippi Troppi,800,strings
2093-G,2093,G,Shorten the Array,1900,"binary search,bitmasks,data structures,dfs and similar,greedy,strings,trees,two pointers"
2093-F,2093,F,Hackers and Neural Networks,1800,"bitmasks,brute force,greedy"
2093-E,2093,E,Min Max MEX,1500,"binary search,brute force,greedy"
2093-D,2093,D,Skibidi Table,1400,"bitmasks,implementation"
2093-C,2093,C,Simple Repetition,1000,"math,number theory"
2093-B,2093,B,Expensive Number,900,"greedy,math"
2093-A,2093,A,Ideal Generator,800,math
2092-F,2092,F,Andryusha and CCB,2900,"brute force,constructive algorithms,greedy,math,number theory,strings"
2092-E,2092,E,She knows...,2100,"combinatorics,constructive algorithms,graphs,math"
2092-D,2092,D,Mishkin Energizer,1800,"brute force,constructive algorithms,greedy,implementation,strings"
2092-C,2092,C,Asuna and the Mosquitoes,1200,"constructive algorithms,greedy,math"
2092-B,2092,B,Lady Bug,1000,"brute force,constructive algorithms,implementation,math"
2092-A,2092,A,Kamilka and the Sheep,800,"greedy,math,number theory,sortings"
2091-G,2091,G,Gleb and Boating,2300,"brute force,constructive algorithms,data structures,dp,graphs,greedy,math,number theory,shortest paths"
2091-F,2091,F,Igor and Mountain,1800,"binary search,brute force,dp"
2091-E,2091,E,Interesting Ratio,1300,"brute force,math,number theory,two pointers"
2091-D,2091,D,Place of the Olympiad,1200,"binary search,greedy,math"
2091-C,2091,C,Combination Lock,1000,"constructive algorithms,greedy"
2091-B,2091,B,Team Training,800,"dp,greedy,sortings"
2091-A,2091,A,Olympiad Date,800,"greedy,strings"
2090-C,2090,C,Dining Hall,1700,"data structures,greedy,implementation,sortings"
2090-B,2090,B,Pushing Balls,1000,"brute force,dp,implementation"
2090-A,2090,A,Treasure Hunt,800,"implementation,math"
2089-E,2089,E,Black Cat Collapse,3500,
2089-D,2089,D,Conditional Operators,3200,constructive algorithms
2089-C2,2089,C2,Key of Like (Hard Version),3100,"dp,math,probabilities"
2089-C1,2089,C1,Key of Like (Easy Version),2200,"dp,games,math,probabilities"
2089-B2,2089,B2,Canteen (Hard Version),2300,"binary search,data structures,dp,flows,greedy,two pointers"
2089-B1,2089,B1,Canteen (Easy Version),1900,"binary search,data structures,flows,greedy,two pointers"
2089-A,2089,A,Simple Permutation,1700,"constructive algorithms,number theory"
2087-I,2087,I,Hamiltonian Partition,,"*special,*special"
2087-H,2087,H,Nim with Special Numbers,,"*special,*special"
2087-G,2087,G,Esports in Berland,,"*special,*special,greedy,greedy"
2087-F,2087,F,Weapon Upgrade,,"*special,*special,dp"
2087-E,2087,E,Color the Arrows,,"*special,*special,dp,dp"
2087-D,2087,D,Uppercase or Lowercase?,,"*special,*special,interactive"
2087-C,2087,C,Coin Game,,"*special,greedy"
2087-B,2087,B,Showmatch,,*special
2087-A,2087,A,Password Generator,,*special
2086-F,2086,F,Online Palindrome,3000,"brute force,constructive algorithms,interactive"
2086-E,2086,E,Zebra-like Numbers,2400,"bitmasks,brute force,constructive algorithms,dfs and similar,dp,greedy,math"
2086-D,2086,D,Even String,1700,"brute force,combinatorics,dp,math,strings"
2086-C,2086,C,Disappearing Permutation,1300,"dfs and similar,dp,dsu,graphs,greedy,implementation"
2086-B,2086,B,Large Array and Segments,1100,"binary search,brute force,greedy"
2086-A,2086,A,Cloudberry Jam,800,math
2085-F2,2085,F2,Serval and Colorful Array (Hard Version),2900,"data structures,greedy"
2085-F1,2085,F1,Serval and Colorful Array (Easy Version),2600,"data structures,greedy"
2085-E,2085,E,Serval and Modulo,2200,"constructive algorithms,math,number theory"
2085-D,2085,D,Serval and Kaitenzushi Buffet,2000,"data structures,graph matchings,greedy"
2085-C,2085,C,Serval and The Formula,1600,"bitmasks,constructive algorithms,dp,greedy"
2085-B,2085,B,Serval and Final MEX,1200,"constructive algorithms,implementation"
2085-A,2085,A,Serval and String Theory,900,"constructive algorithms,implementation"
2084-H,2084,H,Turtle and Nediam 2,3500,"dp,greedy"
2084-G2,2084,G2,Wish Upon a Satellite (Hard Version),3500,"data structures,dp"
2084-G1,2084,G1,Wish Upon a Satellite (Easy Version),2600,"dp,games"
2084-F,2084,F,Skyscape,2900,"constructive algorithms,data structures,greedy"
2084-E,2084,E,Blossom,2400,"binary search,combinatorics,dp,implementation,math,two pointers"
2084-D,2084,D,Arcology On Permafrost,1600,"binary search,brute force,constructive algorithms,greedy,math"
2084-C,2084,C,You Soared Afar With Grace,1400,"constructive algorithms,data structures,greedy,implementation"
2084-B,2084,B,MIN = GCD,1100,"greedy,math,number theory"
2084-A,2084,A,Max and Mod,800,"constructive algorithms,math"
2082-B,2082,B,Floor or Ceil,1600,"brute force,greedy"
2082-A,2082,A,Binary Matrix,800,"constructive algorithms,greedy"
2081-G2,2081,G2,Hard Formula (Hard Version),3400,math
2081-G1,2081,G1,Hard Formula,3100,"math,number theory"
2081-F,2081,F,Hot Matrix,3300,"constructive algorithms,math"
2081-E,2081,E,Quantifier,3300,"combinatorics,dp,implementation"
2081-D,2081,D,MST in Modulo Graph,2600,"constructive algorithms,dsu,graphs,greedy,math,number theory,sortings,trees"
2081-C,2081,C,Quaternary Matrix,2700,"bitmasks,constructive algorithms,greedy,implementation,matrices"
2081-B,2081,B,Balancing,2500,greedy
2081-A,2081,A,Math Division,1800,"bitmasks,dp,math,probabilities"
2080-D,2080,D,Order Statistics,3400,"*special,binary search"
2080-C,2080,C,Card Flip,2300,*special
2080-B,2080,B,Best Runner,1700,*special
2080-A,2080,A,Strong Connectivity Strikes Back,3200,"*special,constructive algorithms,graphs"
2079-D,2079,D,Cute Subsequences,1800,"*special,sortings"
2079-C,2079,C,Dreaming Is Not Harmful,2300,*special
2079-B,2079,B,Arithmetic Exercise,2600,"*special,data structures,dp,greedy"
2079-A,2079,A,"Alice, Bob, And Two Arrays",3300,"*special,data structures,dp,games"
2078-D,2078,D,Scammy Game Ad,1800,"dp,greedy,implementation"
2078-B,2078,B,Vicious Labyrinth,1100,"constructive algorithms,graphs,greedy,implementation,math"
2078-A,2078,A,Final Verdict,800,math
2077-G,2077,G,RGB Walking,3500,"bitmasks,chinese remainder theorem,dfs and similar,graphs,number theory"
2077-F,2077,F,AND x OR,3300,"bitmasks,constructive algorithms,dp"
2077-E,2077,E,Another Folding Strip,2700,"combinatorics,constructive algorithms,data structures,divide and conquer,dp,greedy,math"
2077-D,2077,D,Maximum Polygon,3100,"brute force,data structures,greedy,implementation,math"
2077-C,2077,C,Binary Subsequence Value Sum,2300,"combinatorics,data structures,dp,fft,math,matrices"
2077-B,2077,B,Finding OR Sum,1900,"bitmasks,constructive algorithms,implementation,interactive,math"
2077-A,2077,A,Breach of Faith,1500,"constructive algorithms,greedy,math,sortings"
2075-F,2075,F,Beautiful Sequence Returns,3000,"binary search,brute force,data structures,implementation"
2075-E,2075,E,XOR Matrix,2500,"bitmasks,combinatorics,dp,implementation,math"
2075-D,2075,D,Equalization,2000,"bitmasks,brute force,dp,graphs,math"
2075-C,2075,C,Two Colors,1500,"binary search,combinatorics,math"
2075-B,2075,B,Array Recoloring,1300,"constructive algorithms,greedy"
2075-A,2075,A,To Zero,800,"greedy,math"
2074-G,2074,G,Game With Triangles: Season 2,2100,"dp,geometry"
2074-F,2074,F,Counting Necessary Nodes,2000,"bitmasks,divide and conquer,greedy,implementation,math"
2074-E,2074,E,Empty Triangle,1600,"geometry,interactive,probabilities"
2074-D,2074,D,Counting Points,1400,"brute force,data structures,geometry,implementation,two pointers"
2074-C,2074,C,XOR and Triangle,1100,"bitmasks,brute force,geometry,greedy,probabilities"
2074-B,2074,B,The Third Side,800,"geometry,greedy,math"
2074-A,2074,A,Draw a Square,800,"geometry,implementation"
2073-M,2073,M,Can You Reach There?,3300,
2073-L,2073,L,Boarding Queue,1300,
2073-K,2073,K,Book Sorting,2900,
2073-J,2073,J,Gathering Sharks,2000,
2073-I,2073,I,Squares on Grid Lines,3100,
2073-H,2073,H,Secret Lilies and Roses,2700,interactive
2073-G,2073,G,Corrupted File,2200,
2073-F,2073,F,Hold the Star,3500,
2073-E,2073,E,Minus Operator,3300,interactive
2073-D,2073,D,Tower of Hanoi,2400,
2073-C,2073,C,Cactus Connectivity,2700,
2073-B,2073,B,Three-Dimensional Embedding,3500,
2073-A,2073,A,Control Towers,1900,
2072-G,2072,G,I've Been Flipping Numbers for 300 Years and Calculated the Sum,2200,"binary search,brute force,combinatorics,divide and conquer,math,number theory"
2072-F,2072,F,"Goodbye, Banker Life",1700,"2-sat,bitmasks,combinatorics,constructive algorithms,fft,math,number theory"
2072-E,2072,E,Do You Love Your Hero and His Two-Hit Multi-Target Attacks?,1500,"binary search,brute force,constructive algorithms,dp,geometry,greedy,math"
2072-D,2072,D,"For Wizards, the Exam Is Easy, but I Couldn't Handle It",1300,"brute force,greedy,implementation"
2072-C,2072,C,Creating Keys for StORages Has Become My Main Skill,1200,"bitmasks,constructive algorithms,greedy"
2072-B,2072,B,"Having Been a Treasurer in the Past, I Help Goblins Deceive",900,"combinatorics,constructive algorithms,strings"
2072-A,2072,A,"New World, New Me, New Array",800,"greedy,implementation,math"
2071-F,2071,F,Towering Arrays,2700,"binary search,data structures"
2071-E,2071,E,LeaFall,2600,"combinatorics,dp,probabilities,trees"
2071-D2,2071,D2,Infinite Sequence (Hard Version),2500,"bitmasks,brute force,constructive algorithms,data structures,dp,implementation,math"
2071-D1,2071,D1,Infinite Sequence (Easy Version),1800,"bitmasks,brute force,dp,implementation,math"
2071-C,2071,C,Trapmigiano Reggiano,1700,"constructive algorithms,data structures,dfs and similar,dp,greedy,sortings,trees"
2071-B,2071,B,Perfecto,1100,"brute force,constructive algorithms,greedy,math"
2071-A,2071,A,The Play Never Ends,800,"math,number theory"
2070-F,2070,F,Friends and Pizza,3000,"bitmasks,divide and conquer,dp,fft"
2070-E,2070,E,Game with Binary String,2200,"constructive algorithms,data structures,divide and conquer,games,greedy,math"
2070-D,2070,D,Tree Jumps,1600,"dfs and similar,dp,trees"
2070-C,2070,C,Limited Repainting,1500,"binary search,greedy"
2070-B,2070,B,Robot Program,1100,"brute force,implementation,math"
2070-A,2070,A,FizzBuzz Remixed,800,"brute force,math"
2069-F,2069,F,Graph Inclusion,2800,"data structures,dfs and similar,divide and conquer,dsu,graphs"
2069-E,2069,E,"A, B, AB and BA",2300,"constructive algorithms,greedy,sortings,strings"
2069-D,2069,D,Palindrome Shuffle,1800,"binary search,greedy,hashing,strings,two pointers"
2069-C,2069,C,Beautiful Sequence,1500,"combinatorics,dp,greedy,two pointers"
2069-B,2069,B,Set of Strangers,1200,"greedy,matrices"
2069-A,2069,A,Was there an Array?,800,"graph matchings,greedy"
2068-K,2068,K,Amusement Park Rides,3000,"flows,graphs"
2068-J,2068,J,The Ultimate Wine Tasting Event,2000,"combinatorics,greedy"
2068-I,2068,I,Pinball,3500,"graphs,shortest paths"
2068-H,2068,H,Statues,2700,"constructive algorithms,greedy,math"
2068-G,2068,G,A Very Long Hike,3500,shortest paths
2068-F,2068,F,Mascot Naming,1900,"brute force,greedy,implementation,strings"
2068-E,2068,E,Porto Vs. Benfica,2800,"data structures,dfs and similar,dsu,graphs,shortest paths"
2068-D,2068,D,Morse Code,3100,"dp,sortings,trees"
2068-C,2068,C,Ads,2100,"binary search,greedy,two pointers"
2068-B,2068,B,Urban Planning,3100,constructive algorithms
2068-A,2068,A,Condorcet Elections,2300,"constructive algorithms,graphs,greedy,probabilities"
2067-C,2067,C,Devyatkino,1500,"brute force,dfs and similar,greedy,math"
2067-B,2067,B,Two Large Bags,1200,"brute force,dp,greedy,sortings"
2067-A,2067,A,Adjacent Digit Sums,800,"brute force,constructive algorithms,math"
2066-F,2066,F,Curse,3300,"constructive algorithms,dp,math"
2066-E,2066,E,Tropical Season,3300,"binary search,data structures,greedy,implementation"
2066-D2,2066,D2,Club of Young Aircraft Builders (hard version),2900,"combinatorics,dp,math"
2066-D1,2066,D1,Club of Young Aircraft Builders (easy version),2400,"combinatorics,dp,math"
2066-C,2066,C,Bitwise Slides,2300,"bitmasks,combinatorics,dp,math"
2066-B,2066,B,White Magic,1900,"constructive algorithms,data structures,dp,greedy,implementation"
2066-A,2066,A,Object Identification,1400,"graphs,greedy,implementation,interactive"
2065-H,2065,H,Bro Thinks He's Him,2200,"combinatorics,data structures,divide and conquer,dp,math,matrices"
2065-G,2065,G,Skibidus and Capping,1700,"combinatorics,math,number theory"
2065-F,2065,F,Skibidus and Slay,1700,"data structures,dfs and similar,graphs,greedy,trees"
2065-E,2065,E,Skibidus and Rizz,1600,"constructive algorithms,greedy,strings"
2065-D,2065,D,Skibidus and Sigma,1200,"greedy,sortings"
2065-C2,2065,C2,Skibidus and Fanum Tax (hard version),1300,"binary search,greedy"
2065-C1,2065,C1,Skibidus and Fanum Tax (easy version),1100,"binary search,dp,greedy"
2065-B,2065,B,Skibidus and Ohio,800,strings
2065-A,2065,A,Skibidus and Amog'u,800,"brute force,constructive algorithms,greedy,implementation,strings"
2064-F,2064,F,We Be Summing,2600,"binary search,data structures,dp,two pointers"
2064-E,2064,E,Mycraft Sand Sort,2400,"combinatorics,data structures,dsu,greedy,math,sortings"
2064-D,2064,D,Eating,1900,"binary search,bitmasks,brute force,data structures,dp,greedy,trees,two pointers"
2064-C,2064,C,Remove the Ends,1300,"brute force,constructive algorithms,dp,greedy"
2064-B,2064,B,Variety is Discouraged,1100,"binary search,constructive algorithms,greedy,two pointers"
2064-A,2064,A,Brogramming Contest,800,"greedy,strings"
2063-F2,2063,F2,Counting Is Not Fun (Hard Version),2700,"combinatorics,data structures,dfs and similar,dsu,graphs,implementation,trees"
2063-F1,2063,F1,Counting Is Not Fun (Easy Version),2400,"combinatorics,data structures,dfs and similar,dp,dsu,graphs,hashing,implementation,math,trees"
